title,journal,pubmed_id,gseID
Defining The Earliest Step Of Cardiovascular Lineage Segregation By Single-Cell Rna-Seq,"Science (New York, N.Y.)",29371425,GSE100471
Single-Cell Variability In Multicellular Organisms,Nature communications,29367605,notAvailable
Small-Scale Soft-Bodied Robot With Multimodal Locomotion,Nature,29364873,notAvailable
Fungal Networks Shape Dynamics Of Bacterial Dispersal And Community Assembly In Cheese Rind Microbiomes,Nature communications,29362365,notAvailable
Affinity Purification Of Cell-Specific Mitochondria From Whole Animals Resolves Patterns Of Genetic Mosaicism,Nature cell biology,29358705,notAvailable
Normal Ca1 Place Fields But Discoordinated Network Discharge In A Fmr1-Null Mouse Model Of Fragile X Syndrome,Neuron,29358017,notAvailable
The Chemical Fluctuation Theorem Governing Gene Expression,Nature communications,29352116,notAvailable
Blm Helicase Suppresses Recombination At G-Quadruplex Motifs In Transcribed Genes,Nature communications,29348659,notAvailable
A General And Flexible Method For Signal Extraction From Single-Cell Rna-Seq Data,Nature communications,29348443,notAvailable
Intelligent Image-Based In Situ Single-Cell Isolation,Nature communications,29335532,notAvailable
Segregation Of Mitochondrial Dna Heteroplasmy Through A Developmental Genetic Bottleneck In Human Embryos,Nature cell biology,29335530,GSE077882
Multicolor Quantitative Confocal Imaging Cytometry,Nature methods,29320487,notAvailable
Automated Cell-Type Classification In Intact Tissues By Single-Cell Molecular Profiling,eLife,29319504,notAvailable
Integration Of Plasticity Mechanisms Within A Single Sensory Neuron Of C. Elegans Actuates A Memory,Neuron,29307713,notAvailable
Hierarchically Related Lineage-Restricted Fates Of Multipotent Haematopoietic Stem Cells,Nature,29298288,notAvailable
Discovery Of Human Cell Selective Effector Molecules Using Single Cell Multiplexed Activity Metabolomics,Nature communications,29295987,notAvailable
Decoding Signal Processing At The Single-Cell Level,Cell systems,29284127,notAvailable
Antigen Identification For Orphan T Cell Receptors Expressed On Tumor-Infiltrating Lymphocytes,Cell,29275860,notAvailable
Mechanoreciprocity In Cell Migration,Nature cell biology,29269951,notAvailable
A Molecular Roadmap For The Emergence Of Early-Embryonic-Like Cells In Culture,Nature genetics,29255263,notAvailable
Akt Regulation Of Glycolysis Mediates Bioenergetic Stability In Epithelial Cells,eLife,29239720,notAvailable
Cell Lineage And Cell Cycling Analyses Of The 4D Micromere Using Live Imaging In The Marine Annelid,eLife,29231816,notAvailable
Single-Cell Analysis Of Experience-Dependent Transcriptomic States In The Mouse Visual Cortex,Nature neuroscience,29230054,GSE102827
Adhesion Forces And Cortical Tension Couple Cell Proliferation And Differentiation To Drive Epidermal Stratification,Nature cell biology,29230016,notAvailable
Estimation Of Immune Cell Content In Tumour Tissue Using Single-Cell Rna-Seq Data,Nature communications,29230012,notAvailable
Molecular And Functional Variation In Ipsc-Derived Sensory Neurons,Nature genetics,29229984,notAvailable
Single-Cell Rna-Sequencing Uncovers Transcriptional States And Fate Decisions In Haematopoiesis,Nature communications,29229905,notAvailable
Differentiation Dynamics Of Mammary Epithelial Cells Revealed By Single-Cell Rna Sequencing,Nature communications,29225342,GSE106273
Dissecting Cell-Type Composition And Activity-Dependent Transcriptional State In Mammalian Brains By Massively Parallel Single-Nucleus Rna-Seq,Molecular cell,29220646,GSE106678
Aging And Neurodegeneration Are Associated With Increased Mutations In Single Human Neurons,"Science (New York, N.Y.)",29217584,notAvailable
Spatial Reconstruction Of Immune Niches By Combining Photoactivatable Reporters And Scrna-Seq,"Science (New York, N.Y.)",29217582,GSE104054
The Human Cell Atlas,eLife,29206104,notAvailable
Linear Integration Of Erk Activity Predominates Over Persistence Detection In Fra-1 Regulation,Cell systems,29199017,notAvailable
Single-Cell Transcriptomic Analysis Of Primary And Metastatic Tumor Ecosystems In Head And Neck Cancer,Cell,29198524,GSE103322
Multiplex Single-Cell Visualization Of Nucleic Acids And Protein During Hiv Infection,Nature communications,29192235,notAvailable
Temporally Precise Single-Cell-Resolution Optogenetics,Nature neuroscience,29184208,notAvailable
Injury Activates Transient Olfactory Stem Cell States With Diverse Lineage Capacities,Cell stem cell,29174333,GSE099251
Injury Induces Endogenous Reprogramming And Dedifferentiation Of Neuronal Progenitors To Multipotency,Cell stem cell,29174332,GSE092842
Whole Blood Stabilization For The Microfluidic Isolation And Molecular Characterization Of Circulating Tumor Cells,Nature communications,29170510,GSE104209
Major Role Of Nitrite-Oxidizing Bacteria In Dark Ocean Carbon Fixation,"Science (New York, N.Y.)",29170234,notAvailable
Molecular And Cellular Reorganization Of Neural Circuits In The Human Lineage,"Science (New York, N.Y.)",29170230,notAvailable
Asymmetry Between Activation And Deactivation During A Transcriptional Pulse,Cell systems,29153839,notAvailable
Determining Therapeutic Susceptibility In Multiple Myeloma By Single-Cell Mass Accumulation,Nature communications,29151572,notAvailable
Balancing A Genetic Toggle Switch By Real-Time Feedback Control And Periodic Forcing,Nature communications,29150615,notAvailable
Single-Cell Profiling Of An In Vitro Model Of Human Interneuron Development Reveals Temporal Dynamics Of Cell Type Production And Maturation,Neuron,29144976,notAvailable
Quantitative Analysis Of Protein-Protein Interactions And Post-Translational Modifications In Rare Immune Populations,Nature communications,29142256,notAvailable
Diverse Marinimicrobia Bacteria May Mediate Coupled Biogeochemical Cycles Along Eco-Thermodynamic Gradients,Nature communications,29142241,notAvailable
Non-Canonical Activation Of Ompr Drives Acid And Osmotic Stress Responses In Single Bacterial Cells,Nature communications,29138484,GSE106630_GSE106629_GSE106628
The 3D Orbisims-Label-Free Metabolic Imaging With Subcellular Lateral Resolution And High Mass-Resolving Power,Nature methods,29131162,notAvailable
Nf-Κb Dynamics Discriminate Between Tnf Doses In Single Cells,Cell systems,29128333,notAvailable
Irf3 And Type I Interferons Fuel A Fatal Response To Myocardial Infarction,Nature medicine,29106401,notAvailable
Regulatory Dynamics Determine Cell Fate Following Abrupt Antibiotic Exposure,Cell systems,29102611,notAvailable
Systematic Analysis Of The Determinants Of Gene Expression Noise In Embryonic Stem Cells,Cell systems,29102610,notAvailable
Orchestration Of Dna Damage Checkpoint Dynamics Across The Human Cell Cycle,Cell systems,29102360,notAvailable
Contribution Of Epigenetic Landscapes And Transcription Factors To X-Chromosome Reactivation In The Inner Cell Mass,Nature communications,29101321,GSE089900
Dense And Accurate Whole-Chromosome Haplotyping Of Individual Genomes,Nature communications,29101320,notAvailable
Genome-Scale Single-Cell Mechanical Phenotyping Reveals Disease-Related Genes Involved In Mitotic Rounding,Nature communications,29097687,notAvailable
The Brain Initiative Cell Census Consortium: Lessons Learned Toward Generating A Comprehensive Brain Cell Atlas,Neuron,29096072,notAvailable
Single-Cell Rna Sequencing Reveals A Signature Of Sexual Commitment In Malaria Parasites,Nature,29094698,notAvailable
Combating Subclonal Evolution Of Resistant Cancer Phenotypes,Nature communications,29093439,GSE073628
The Trajectory Of Microbial Single-Cell Sequencing,Nature methods,29088131,notAvailable
An Automated Platform For High-Throughput Mouse Behavior And Physiology With Voluntary Head-Fixation,Nature communications,29084948,notAvailable
Spatiotemporal Dynamics Of Information Encoding Revealed In Orbitofrontal High-Gamma,Nature communications,29074960,notAvailable
Mammalian Transcription Factor Networks: Recent Advances In Interrogating Biological Complexity,Cell systems,29073372,notAvailable
Single-Cell Transcriptomics Reconstructs Fate Conversion From Fibroblast To Cardiomyocyte,Nature,29072293,GSE098571_GSE098570_GSE098569_GSE098567
Overcoming Mutational Complexity In Acute Myeloid Leukemia By Inhibition Of Critical Pathways,Science translational medicine,29070697,notAvailable
Single-Cell Mass Cytometry And Transcriptome Profiling Reveal The Impact Of Graphene On Human Immune Cells,Nature communications,29061960,GSE099929
Dynamics Of Lineage Commitment Revealed By Single-Cell Transcriptomics Of Differentiating Embryonic Stem Cells,Nature communications,29061959,GSE079578
Network Control Principles Predict Neuron Function In The Caenorhabditis Elegans Connectome,Nature,29045391,notAvailable
Crispr-Umi: Single-Cell Lineage Tracing Of Pooled Crispr-Cas9 Screens,Nature methods,29039415,notAvailable
The Primate-Specific Gene Tmem14B Marks Outer Radial Glia Cells And Promotes Cortical Expansion And Folding,Cell stem cell,29033352,notAvailable
Mouse Cutaneous Melanoma Induced By Mutant Braf Arises From Expansion And Dedifferentiation Of Mature Pigmented Melanocytes,Cell stem cell,29033351,GSE100607
Detecting Activated Cell Populations Using Single-Cell Rna-Seq,Neuron,29024657,GSE103976
Landscape Of X Chromosome Inactivation Across Human Tissues,Nature,29022598,notAvailable
Establishment Of Mouse Expanded Potential Stem Cells,Nature,29019987,notAvailable
Molecular Architecture Underlying Fluid Absorption By The Developing Inner Ear,eLife,28994389,GSE087293
Mouse Embryonic Stem Cells Can Differentiate Via Multiple Paths To The Same State,eLife,28990928,GSE097391_GSE097390_GSE097360
The Effects Of Stochasticity At The Single-Cell Level And Cell Size Control On The Population Growth,Cell systems,28988800,notAvailable
Replication Defective Viral Genomes Exploit A Cellular Pro-Survival Mechanism To Establish Paramyxovirus Persistence,Nature communications,28986577,GSE096774
Chromatin And Single-Cell Rna-Seq Profiling Reveal Dynamic Signaling And Metabolic Transitions During Human Spermatogonial Stem Cell Development,Cell stem cell,28985528,GSE092280_GSE092279_GSE092278_GSE092277_GSE092276
Clonal Evolution In Leukemia,Nature medicine,28985206,notAvailable
Single-Cell Epigenomics: Recording The Past And Predicting The Future,"Science (New York, N.Y.)",28983045,notAvailable
The Promise Of Spatial Transcriptomics For Neuroscience In The Era Of Molecular Cell Typing,"Science (New York, N.Y.)",28983044,notAvailable
Single-Cell Transcriptomics To Explore The Immune System In Health And Disease,"Science (New York, N.Y.)",28983043,notAvailable
Transcriptomes And Neurotransmitter Profiles Of Classes Of Gustatory And Somatosensory Neurons In The Geniculate Ganglion,Nature communications,28970527,GSE102443
Long-Term Expansion Of Alveolar Stem Cells Derived From Human Ips Cells In Organoids,Nature methods,28967890,GSE099939_GSE090813_GSE090591_GSE090590
Stem Cell Differentiation As A Non-Markov Stochastic Process,Cell systems,28957659,notAvailable
Gene Regulatory Network Inference From Single-Cell Data Using Multivariate Information Measures,Cell systems,28957658,notAvailable
Noise Reduction As An Emergent Property Of Single-Cell Aging,Nature communications,28947742,notAvailable
A Double-Sided Microscope To Realize Whole-Ganglion Imaging Of Membrane Potential In The Medicinal Leech,eLife,28944754,notAvailable
Transcriptional Architecture Of Synaptic Communication Delineates Gabaergic Neuron Identity,Cell,28942923,GSE092522
Organism-Level Analysis Of Vaccination Reveals Networks Of Protection Across Tissues,Cell,28942919,GSE090697_GSE087633
Single-Cell Analyses To Tailor Treatments,Science translational medicine,28931656,notAvailable
Stochastic Priming And Spatial Cues Orchestrate Heterogeneous Clonal Contribution To Mouse Pancreas Organogenesis,Nature communications,28928395,notAvailable
Whole-Cell Recording Of Neuronal Membrane Potential During Behavior,Neuron,28910617,notAvailable
Anatomically And Functionally Distinct Lung Mesenchymal Populations Marked By Lgr5 And Lgr6,Cell,28886383,GSE101334
Distinct Mesenchymal Lineages And Niches Promote Epithelial Self-Renewal And Myofibrogenesis In The Lung,Cell,28886382,GSE099714_GSE092699
Reconstructing Cell Cycle And Disease Progression Using Deep Learning,Nature communications,28878212,notAvailable
Community-Like Genome In Single Cells Of The Sulfur Bacterium Achromatium Oxaliferum,Nature communications,28878209,notAvailable
Sampling Strategies To Capture Single-Cell Heterogeneity,Nature methods,28869755,notAvailable
The,"Science (New York, N.Y.)",28860209,GSE095025
Matrix Degradability Controls Multicellularity Of 3D Cell Migration,Nature communications,28851858,notAvailable
Reversed Graph Embedding Resolves Complex Single-Cell Trajectories,Nature methods,28825705,notAvailable
Human Astrocyte Maturation Captured In 3D Cerebral Cortical Spheroids Derived From Pluripotent Stem Cells,Neuron,28817799,GSE099951
Polylox Barcoding Reveals Haematopoietic Stem Cell Fates Realized In Vivo,Nature,28813413,notAvailable
Habituation Based Synaptic Plasticity And Organismic Learning In A Quantum Perovskite,Nature communications,28808316,notAvailable
Single-Cell Methylomes Identify Neuronal Subtypes And Regulatory Elements In Mammalian Cortex,"Science (New York, N.Y.)",28798132,GSE097179
Nanogrid Single-Nucleus Rna Sequencing Reveals Phenotypic Diversity In Breast Cancer,Nature communications,28794488,notAvailable
Histocat: Analysis Of Cell Phenotypes And Interactions In Multiplex Image Cytometry Data,Nature methods,28783155,notAvailable
Simultaneous Epitope And Transcriptome Measurement In Single Cells,Nature methods,28759029,GSE100866
"High-Dimensional, Single-Cell Characterization Of The Brain'S Immune Compartment",Nature neuroscience,28758994,notAvailable
Fusion Of Regionally Specified Hpsc-Derived Organoids Models Human Brain Development And Interneuron Migration,Cell stem cell,28757360,GSE098201_GSE097882_GSE097881_GSE097880
"Principles Of Systems Biology, No. 19",Cell systems,28750196,notAvailable
Heterogeneity Of Neuroblastoma Cell Identity Defined By Transcriptional Circuitries,Nature genetics,28740262,GSE090683
Cgas Surveillance Of Micronuclei Links Genome Instability To Innate Immunity,Nature,28738408,GSE100771
Local Lung Hypoxia Determines Epithelial Fate Decisions During Alveolar Regeneration,Nature cell biology,28737769,GSE083501_GSE083467
High Performance Platinum Single Atom Electrocatalyst For Oxygen Reduction Reaction,Nature communications,28737170,notAvailable
Improved Genome Recovery And Integrated Cell-Size Analyses Of Individual Uncultured Microbial Cells And Viral Particles,Nature communications,28729688,notAvailable
Unbelievable: Neural Correlate Of The Feedback Negativity In The Anterior Cingulate,Neuron,28728018,notAvailable
Nanopore Long-Read Rnaseq Reveals Widespread Transcriptional Variation Among The Surface Receptors Of Individual B Cells,Nature communications,28722025,notAvailable
An Approach To Suppress The Evolution Of Resistance In Bra,Nature medicine,28714990,notAvailable
Tumor Evolution Of Glioma-Intrinsic Gene Expression Subtypes Associates With Immunological Changes In The Microenvironment,Cancer cell,28697342,notAvailable
Intestinal Enteroendocrine Lineage Cells Possess Homeostatic And Injury-Inducible Stem Cell Activity,Cell stem cell,28686870,GSE099815_GSE099457
Single-Cell Sequencing Made Simple,Nature,28682345,notAvailable
Single-Cell Biology,Nature,28682344,notAvailable
Cell-Cycle Dynamics Of Chromosomal Organization At Single-Cell Resolution,Nature,28682332,GSE094489
Microfluidic-Based Mini-Metagenomics Enables Discovery Of Novel Microbial Lineages From Complex Environmental Samples,eLife,28678007,notAvailable
Microrna Cluster Mir-17-92 Regulates Multiple Functionally Related Voltage-Gated Potassium Channels In Chronic Neuropathic Pain,Nature communications,28677679,GSE098636
Single-Cell Alternative Splicing Analysis With Expedition Reveals Splicing Dynamics During Neuron Differentiation,Molecular cell,28673540,GSE085908
Ifnγ-Dependent Tissue-Immune Homeostasis Is Co-Opted In The Tumor Microenvironment,Cell,28666115,GSE100337_GSE100050_GSE098994
Biophysical And Biomolecular Determination Of Cellular Age In Humans,Nature biomedical engineering,31372309,notAvailable
Enterochromaffin Cells Are Gut Chemosensors That Couple To Sensory Neural Pathways,Cell,28648659,GSE098794
Advanced Cell Classifier: User-Friendly Machine-Learning-Based Software For Discovering Phenotypes In High-Content Imaging Data,Cell systems,28647475,notAvailable
A Global Brain State Underlies,"Science (New York, N.Y.)",28642382,notAvailable
Mechanisms For Selective Single-Cell Reactivation During Offline Sharp-Wave Ripples And Their Distortion By Fast Ripples,Neuron,28641116,notAvailable
Vp4- And Vp7-Specific Antibodies Mediate Heterotypic Immunity To Rotavirus In Humans,Science translational medicine,28637924,notAvailable
Quantifiable Predictive Features Define Epitope-Specific T Cell Receptor Repertoires,Nature,28636592,notAvailable
Reconstructing Cell Cycle Pseudo Time-Series Via Single-Cell Transcriptome Data,Nature communications,28630425,notAvailable
Cell-Size-Dependent Transcription Of Flc And Its Antisense Long Non-Coding Rna Coolair Explain Cell-To-Cell Expression Variation,Cell systems,28624615,notAvailable
Gene Transfer Agent Promotes Evolvability Within The Fittest Subpopulation Of A Bacterial Pathogen,Cell systems,28624614,notAvailable
Landscape Of Infiltrating T Cells In Liver Cancer Revealed By Single-Cell Sequencing,Cell,28622514,GSE098638
Single-Cell Profiling Reveals Heterogeneity And Functional Patterning Of Gpcr Expression In The Vascular System,Nature communications,28621310,GSE097955
Multilineage Communication Regulates Human Liver Bud Development From Pluripotency,Nature,28614297,GSE096981_GSE081252
Rare Cell Variability And Drug-Induced Reprogramming As A Mode Of Cancer Drug Resistance,Nature,28607484,GSE097682_GSE097681_GSE097680_GSE097679
A Unique Microglia Type Associated With Restricting Development Of Alzheimer'S Disease,Cell,28602351,GSE098971_GSE098970_GSE098969
Self-Repairing Cells: How Single Cells Heal Membrane Ruptures And Restore Lost Structures,"Science (New York, N.Y.)",28596334,notAvailable
A Basic Tool For Background And Shading Correction Of Optical Microscopy Images,Nature communications,28594001,notAvailable
Single-Cell Rna-Seq Analysis Maps Development Of Human Germline Cells And Gonadal Niche Interactions,Cell stem cell,28575695,notAvailable
Looking Back: Single-Cell Analysis,Cell stem cell,28575694,notAvailable
A Robot For High Yield Electrophysiology And Morphology Of Single Neurons In Vivo,Nature communications,28569837,notAvailable
Single-Cell Entropy For Accurate Estimation Of Differentiation Potency From A Cell'S Transcriptome,Nature communications,28569836,notAvailable
Deletion Of A Mycobacterial Divisome Factor Collapses Single-Cell Phenotypic Heterogeneity,Nature,28569798,notAvailable
Genetic Wiring Maps Of Single-Cell Protein States Reveal An Off-Switch For Gpcr Signalling,Nature,28562590,notAvailable
E-Scape: Interactive Visualization Of Single-Cell Phylogenetics And Cancer Evolution,Nature methods,28557980,notAvailable
Thermogenetic Neurostimulation With Single-Cell Resolution,Nature communications,28530239,notAvailable
Lineage-Dependent Spatial And Functional Organization Of The Mammalian Enteric Nervous System,"Science (New York, N.Y.)",28522527,notAvailable
Seqfish Accurately Detects Transcripts In Single Cells And Reveals Robust Spatial Organization In The Hippocampus,Neuron,28521130,notAvailable
Single-Cell Transcriptomics Uncovers Distinct Molecular Signatures Of Stem Cells In Chronic Myeloid Leukemia,Nature medicine,28504724,GSE076312
Intracellular Uptake Of Macromolecules By Brain Lymphatic Endothelial Cells During Zebrafish Embryonic Development,eLife,28498105,notAvailable
A Subcellular Map Of The Human Proteome,"Science (New York, N.Y.)",28495876,notAvailable
Vitamin A-Retinoic Acid Signaling Regulates Hematopoietic Stem Cell Dormancy,Cell,28479188,GSE087814_GSE087807_GSE087763
Innate Immune Landscape In Early Lung Adenocarcinoma By Paired Single-Cell Analyses,Cell,28475900,GSE097168
An Immune Atlas Of Clear Cell Renal Cell Carcinoma,Cell,28475899,notAvailable
Down The Rabbit Hole Of Single-Cell Genome Analysis,Molecular cell,28475866,notAvailable
Single-Cell Rna-Seq Enables Comprehensive Tumour And Immune Cell Profiling In Primary Breast Cancer,Nature communications,28474673,GSE075688
Mapping The Human Dc Lineage Through The Integration Of High-Dimensional Techniques,"Science (New York, N.Y.)",28473638,GSE098052_GSE098011_GSE080171
Single-Cell Rna-Seq Analysis Maps Development Of Human Germline Cells And Gonadal Niche Interactions,Cell stem cell,28457750,GSE086146
Pcdhαc2 Is Required For Axonal Tiling And Assembly Of Serotonergic Circuitries In Mice,"Science (New York, N.Y.)",28450636,notAvailable
Single-Cell Diversity In The Brain,"Science (New York, N.Y.)",28450619,notAvailable
The Single-Cell Yin And Yang Of Live Imaging And Transcriptomics,Cell systems,28448797,notAvailable
"Principles Of Systems Biology, No. 16",Cell systems,28448794,notAvailable
Tunable Expression Tools Enable Single-Cell Strain Distinction In The Gut Microbiome,Cell,28431251,notAvailable
Macrophages Facilitate Electrical Conduction In The Heart,Cell,28431249,GSE086310_GSE086306
Building A Translational Microbiome Toolbox,Cell,28431240,notAvailable
Functional Enhancer Screening In Single Cells,Molecular cell,28431229,notAvailable
"Single-Cell Rna-Seq Reveals New Types Of Human Blood Dendritic Cells, Monocytes, And Progenitors","Science (New York, N.Y.)",28428369,GSE094820
Epithelial-Mesenchymal Micro-Niches Govern Stem Cell Lineage Choices,Cell,28413068,GSE096782_GSE090850_GSE090848_GSE090847
Delayed Accumulation Of H3K27Me3 On Nascent Dna Is Essential For Recruitment Of Transcription Factors At Early Stages Of Stem Cell Differentiation,Molecular cell,28410996,notAvailable
Topological Defects Control Collective Dynamics In Neural Progenitor Cell Cultures,Nature,28403137,notAvailable
Deacts: Genetically Encoded Tools For Perturbing The Actin Cytoskeleton In Single Cells,Nature methods,28394337,notAvailable
Sensitive Detection Of Rare Disease-Associated Cell Subsets Via Representation Learning,Nature communications,28382969,notAvailable
Environment Tunes Propagation Of Cell-To-Cell Variation In The Human Macrophage Gene Network,Cell systems,28365150,GSE081444_GSE080727_GSE080726_GSE080720
In Vivo Imaging Of Neural Activity,Nature methods,28362436,notAvailable
Demystifying Blood Stem Cell Fates,Nature cell biology,28361939,notAvailable
Aging Increases Cell-To-Cell Transcriptional Variability Upon Immune Stimulation,"Science (New York, N.Y.)",28360329,notAvailable
"Decoupling Genetics, Lineages, And Microenvironment In Idh-Mutant Gliomas By Single-Cell Rna-Seq","Science (New York, N.Y.)",28360267,GSE089567
Single-Nucleus Hi-C Reveals Unique Chromatin Reorganization At Oocyte-To-Zygote Transition,Nature,28355183,GSE080006
Single-Cell Rna-Seq And Computational Analysis Using Temporal Mixture Modelling Resolves Th1/Tfh Fate Bifurcation In Malaria,Science immunology,28345074,notAvailable
Single-Cell 5-Formylcytosine Landscapes Of Mammalian Early Embryos And Escs At Single-Base Resolution,Cell stem cell,28343982,GSE084833
Noisy Response To Antibiotic Stress Predicts Subsequent Single-Cell Survival In An Acidic Environment,Cell systems,28342718,notAvailable
Different Modes Of Visual Integration In The Lateral Geniculate Nucleus Revealed By Single-Cell-Initiated Transsynaptic Tracing,Neuron,28334614,notAvailable
A New Way To Build Cell Lineages,eLife,28332977,notAvailable
Stella Modulates Transcriptional And Endogenous Retrovirus Programs During Maternal-To-Zygotic Transition,eLife,28323615,notAvailable
Ontogeny And Homeostasis Of Cns Myeloid Cells,Nature immunology,28323268,notAvailable
Accurate Identification Of Single-Nucleotide Variants In Whole-Genome-Amplified Single Cells,Nature methods,28319112,notAvailable
Human Haematopoietic Stem Cell Lineage Commitment Is A Continuous Process,Nature cell biology,28319093,GSE075478
Reference Component Analysis Of Single-Cell Transcriptomes Elucidates Cellular Heterogeneity In Human Colorectal Tumors,Nature genetics,28319088,GSE081861
Dna Damage During S-Phase Mediates The Proliferation-Quiescence Decision In The Subsequent G1 Via P21 Expression,Nature communications,28317845,notAvailable
Erratum: Single-Cell Spatial Reconstruction Reveals Global Division Of Labour In The Mammalian Liver,Nature,28297709,notAvailable
Discovering Sparse Transcription Factor Codes For Cell States And State Transitions During Development,eLife,28296636,notAvailable
3D Structures Of Individual Mammalian Genomes Studied By Single-Cell Hi-C,Nature,28289288,GSE080280
Mex3A Marks A Slowly Dividing Subpopulation Of Lgr5+ Intestinal Stem Cells,Cell stem cell,28285904,GSE090856
Single-Cell Profiling Of An In Vitro Model Of Human Interneuron Development Reveals Temporal Dynamics Of Cell Type Production And Maturation,Neuron,28279351,GSE093802_GSE093801_GSE093593
Power Analysis Of Single-Cell Rna-Sequencing Experiments,Nature methods,28263961,notAvailable
Visualization And Analysis Of Single-Cell Rna-Seq Data By Kernel-Based Similarity Learning,Nature methods,28263960,notAvailable
Spatiotemporal Genomic Architecture Informs Precision Oncology In Glioblastoma,Nature genetics,28263318,notAvailable
Stratifying Tissue Heterogeneity With Scalable Single-Cell Assays,Nature methods,28245217,notAvailable
Genetic Screening Enters The Single-Cell Era,Nature methods,28245215,notAvailable
Different Modes Of Visual Integration In The Lateral Geniculate Nucleus Revealed By Single-Cell-Initiated Transsynaptic Tracing,Neuron,28231464,notAvailable
A Divergent Population Of Autoantigen-Responsive Cd,Science translational medicine,28228602,notAvailable
Rapid And Tunable Method To Temporally Control Gene Editing Based On Conditional Cas9 Stabilization,Nature communications,28224990,notAvailable
Early Transcriptional And Epigenetic Regulation Of Cd,Nature immunology,28218746,GSE089405_GSE089036
Nmda-Receptor-Dependent Plasticity In The Bed Nucleus Of The Stria Terminalis Triggers Long-Term Anxiolysis,Nature communications,28218243,notAvailable
Long-Term Two-Photon Imaging In Awake Macaque Monkey,Neuron,28215557,notAvailable
Comparative Analysis Of Single-Cell Rna Sequencing Methods,Molecular cell,28212749,GSE075790
Systematic Investigation Of Transcription Factor Activity In The Context Of Chromatin Using Massively Parallel Binding And Expression Assays,Molecular cell,28212748,GSE092300
"Seq-Well: Portable, Low-Cost Rna Sequencing Of Single Cells At High Throughput",Nature methods,28192419,GSE092495
Promoter Shape Varies Across Populations And Affects Promoter Evolution And Expression Noise,Nature genetics,28191888,notAvailable
Expression Of Β-Globin By Cancer Cells Promotes Cell Survival During Blood-Borne Dissemination,Nature communications,28181495,GSE074639
Dpath Software Reveals Hierarchical Haemato-Endothelial Lineages Of Etv2 Progenitors Based On Single-Cell Transcriptome Analysis,Nature communications,28181481,notAvailable
Single-Cell Spatial Reconstruction Reveals Global Division Of Labour In The Mammalian Liver,Nature,28166538,GSE084498
Whole-Genome Single-Cell Copy Number Profiling From Formalin-Fixed Paraffin-Embedded Samples,Nature medicine,28165479,notAvailable
An Aging-Independent Replicative Lifespan In A Symmetrically Dividing Eukaryote,eLife,28139976,notAvailable
Characterizing Cell Subsets Using Marker Enrichment Modeling,Nature methods,28135256,notAvailable
Massively Multiplex Single-Cell Hi-C,Nature methods,28135255,GSE084920
Transcriptomic And Anatomic Parcellation Of 5-H,Nature communications,28134272,GSE090860
Αv-Class Integrins Exert Dual Roles On Α5Β1 Integrins To Strengthen Adhesion To Fibronectin,Nature communications,28128308,notAvailable
Cell-Like Pressure Sensors Reveal Increase Of Mechanical Stress Towards The Core Of Multicellular Spheroids Under Compression,Nature communications,28128198,notAvailable
Genotype-Phenotype Mapping Meets Single Cell Biology,Cell systems,28125787,notAvailable
Metasort Untangles Metagenome Assembly By Reducing Microbial Community Complexity,Nature communications,28112173,notAvailable
Human Ipsc-Derived Cerebral Organoids Model Cellular Features Of Lissencephaly And Reveal Prolonged Mitosis Of Outer Radial Glia,Cell stem cell,28111201,notAvailable
Systemic Immunity Is Required For Effective Cancer Immunotherapy,Cell,28111070,notAvailable
Scaling Single-Cell Genomics From Phenomenology To Mechanism,Nature,28102262,notAvailable
The Impact Of Micrornas On Transcriptional Heterogeneity And Gene Co-Expression Across Single Embryonic Stem Cells,Nature communications,28102192,GSE080168
Pooled Crispr Screening With Single-Cell Transcriptome Readout,Nature methods,28099430,GSE092872
High-Throughput Quantitation Of Inorganic Nanoparticle Biodistribution At The Single-Cell Level Using Mass Cytometry,Nature communications,28094297,notAvailable
A Single-Cell Roadmap Of Lineage Bifurcation In Human Esc Models Of Embryonic Brain Development,Cell stem cell,28094016,GSE086894
Effective Detection Of Variation In Single-Cell Transcriptomes Using Matq-Seq,Nature methods,28092691,GSE078968
Massively Parallel Digital Transcriptional Profiling Of Single Cells,Nature communications,28091601,GSE093421
Species-Independent Attraction To Biofilms Through Electrical Signaling,Cell,28086091,notAvailable
Scalable Whole-Genome Single-Cell Library Preparation Without Preamplification,Nature methods,28068316,notAvailable
Multiparametric Analysis Of Cell Shape Demonstrates That Β-Pix Directly Couples Yap Activation To Extracellular Matrix Adhesion,Cell systems,28065575,notAvailable
"Perceptual Decision Making In Rodents, Monkeys, And Humans",Neuron,28056343,notAvailable
Molecular Interrogation Of Hypothalamic Organization Reveals Distinct Dopamine Neuronal Subtypes,Nature neuroscience,27991900,GSE074672
Autonomous Metabolic Oscillations Robustly Gate The Early And Late Cell Cycle,Molecular cell,27989441,notAvailable
Dissecting Immune Circuits By Linking Crispr-Pooled Screens With Single-Cell Rna-Seq,Cell,27984734,GSE090488_GSE090487_GSE090486
A Multiplexed Single-Cell Crispr Screening Platform Enables Systematic Dissection Of The Unfolded Protein Response,Cell,27984733,GSE090546
Perturb-Seq: Dissecting Molecular Circuits With Scalable Single-Cell Rna Profiling Of Pooled Genetic Screens,Cell,27984732,GSE090063
